RMSE,condition
0.0297448519493494,BOSC
0.000471341836958012,BOSC
0.0177202258217904,BOSC
0.0100368656660117,BOSC
0.0292754673190375,BOSC
0.0386320662315422,BOSC
0.0248821662583933,BOSC
0.00286175555738956,BOSC
0.00730833231861566,BOSC
0.014357747765167,BOSC
0.000194037682961858,BOSC
0.0215830111269977,BOSC
0.000161136009593551,BOSC
0.0262679224735908,BOSC
0.0190354699234099,BOSC
0.0202251814230533,BOSC
0.0156785746290395,BOSC
0.0323090056379331,BOSC
0.0283927001934769,BOSC
0.00381019987592427,BOSC
0.010607693644135,BOSC
0.0297245512642484,BOSC
0.0291901056336631,BOSC
0.0083452484877785,BOSC
0.0143266693009887,BOSC
0.0104548413049496,BOSC
0.0162259738482202,BOSC
0.0207779167357205,BOSC
0.0167800776158167,BOSC
0.00538364185232603,BOSC
0.0182142692743464,BOSC
0.00477276068360749,BOSC
0.0334399977015214,BOSC
0.00380793305161329,BOSC
0.0159453357858477,BOSC
0.025108864189991,BOSC
0.00160819212511343,BOSC
0.00891038597754323,BOSC
0.00623388971014741,BOSC
0.0105850332731884,BOSC
0.0113373941971727,BOSC
0.0100465455649293,BOSC
0.00763620915850438,BOSC
0.00224795621931406,BOSC
0.00163732190646077,BOSC
0.0134267477217912,BOSC
0.0117580562349437,BOSC
0.0100573117273529,BOSC
0.00962197543266683,BOSC
0.00461214673340252,BOSC
0.020603177337718,BOSC
0.0035891247443746,BOSC
0.00196721012522289,BOSC
0.0198866899405717,BOSC
0.0160578145127759,BOSC
0.00975343839051463,BOSC
0.0185172418808417,BOSC
0.0168038650734145,BOSC
0.00448111187345694,BOSC
0.00133956554499515,BOSC
0.00665912600017701,BOSC
0.0090439658927656,BOSC
0.0192310590944107,BOSC
0.00773232225237605,BOSC
0.0157431554434766,BOSC
0.00344195032311454,BOSC
0.0309408976681749,BOSC
0.012026792711157,BOSC
0.0279248831437272,BOSC
0.0306294323321424,BOSC
0.00796803577644309,BOSC
0.0218612919964803,BOSC
0.00311788344599207,BOSC
0.00406030421555639,BOSC
0.0116225494829688,BOSC
0.00881398945885641,BOSC
0.0215411576413807,BOSC
0.00835125714882671,BOSC
0.000213952813875094,BOSC
0.0125543205759893,BOSC
0.0327523211853059,BOSC
0.000206397210946996,BOSC
0.000203824544727864,BOSC
0.00880997638534217,BOSC
0.0142041667463372,BOSC
0.0127652448045188,BOSC
0.0266568983533038,BOSC
0.0204345244971981,BOSC
0.013975392015673,BOSC
0.000476310324390778,BOSC
0.0107524013427874,BOSC
0.0115441804848332,BOSC
0.000200687716195804,BOSC
0.00159588731104628,BOSC
0.0158112212244034,BOSC
0.00388471741016766,BOSC
0.0213172139593106,BOSC
0.00915731351451481,BOSC
0.00217674635842963,BOSC
0.0027362842674431,BOSC
0.00668970681719105,BOSC
0.0105661734213852,BOSC
0.00860098599059833,BOSC
0.00815953386327296,BOSC
0.00182386164165151,BOSC
0.0177753141552054,BOSC
0.00675594812248417,BOSC
0.0023545095263041,BOSC
0.00632384965906718,BOSC
0.0134731308160941,BOSC
0.00839952031096529,BOSC
0.00405636778198837,BOSC
0.0133983649832695,BOSC
0.00345219683161677,BOSC
0.0211381080987358,BOSC
0.00023295733100309,BOSC
0.0181652114644158,BOSC
0.00637762323842964,BOSC
0.00196498076043754,BOSC
0.013314769580035,BOSC
0.032645002301685,BOSC
0.00892756404994673,BOSC
0.000489768097241531,BOSC
0.00189176364468638,BOSC
0.00745380356783296,BOSC
0.0202679169574065,BOSC
0.0301433305843929,BOSC
0.0132312028427542,BOSC
0.00734322306144494,BOSC
0.02049404305756,BOSC
0.0133047924637457,BOSC
0.00583195281619293,BOSC
0.00654045093715023,BOSC
0.0176913056095956,BOSC
0.00391631418589793,BOSC
0.0112966923853667,BOSC
0.0467247823713374,BOSC
0.00306420442939598,BOSC
0.0238438539225319,BOSC
0.0172637761122703,BOSC
0.0107878112044862,BOSC
0.0210460674723034,BOSC
0.0111633146544256,BOSC
0.0310946833373757,BOSC
0.0217735473418986,BOSC
0.00712206865008927,BOSC
0.0130274505443765,BOSC
0.0185493266189882,BOSC
0.0434179540737291,BOSC
0.00124174440732849,BOSC
0.0198855023305519,BOSC
0.012895476180777,BOSC
0.0196093749231603,BOSC
0.00603752889594573,BOSC
0.0198645893903016,BOSC
0.0291560263895174,BOSC
0.023287463868786,BOSC
0.00662934384290258,BOSC
0.00565263125692226,BOSC
0.0164239467126263,BOSC
0.0458037742541276,BOSC
0.0387630316606226,BOSC
0.0012731529520333,BOSC
0.0103971553397638,BOSC
0.00798212233112879,BOSC
0.0197468750196673,BOSC
0.0231259739023318,BOSC
0.00161209072517344,BOSC
0.0173826051678086,BOSC
0.00284454039848755,BOSC
0.0234511703121337,BOSC
0.00686271400986696,BOSC
0.0222002449678293,BOSC
0.0129661321531839,BOSC
0.00689556565968196,BOSC
0.0302481136416033,BOSC
0.00972118140530204,BOSC
0.0101228505055414,BOSC
0.00419662673373511,BOSC
0.0078302778081422,BOSC
0.00752563919830984,BOSC
0.0117481324566208,BOSC
0.00536599099627748,BOSC
0.020099123501617,BOSC
0.00849976030681575,BOSC
0.0254778614565728,BOSC
0.0110946174381719,BOSC
0.00939251162014525,BOSC
0.00292375325118404,BOSC
0.00304144723749569,BOSC
0.0209945077863442,BOSC
0.0113373865540394,BOSC
0.0232063098851484,BOSC
0.00848663071635793,BOSC
0.0132293413575771,BOSC
0.0300225437226364,BOSC
0.0167138836649114,BOSC
0.0160563378497867,BOSC
0.0102140952430075,BOSC
0.004109817786881,BOSC
0.0301784173505823,BOSC
0.0210811768997787,BOSC
0.0020490249335103,BOSC
0.0238123723680502,BOSC
0.00443829880682252,BOSC
0.0201586041360315,BOSC
0.00200656686125969,BOSC
0.00588935757098789,BOSC
0.00603297966803711,BOSC
0.0341794912810244,BOSC
0.0210464130426844,BOSC
0.0102511539135597,BOSC
0.0272779871605006,BOSC
0.0226437696981058,BOSC
0.0141240323280072,BOSC
0.0235599882961464,BOSC
0.00280726663144141,BOSC
0.0129512966950066,BOSC
0.00794853321980781,BOSC
0.025158836619195,BOSC
0.0136453394849704,BOSC
0.00610107661065166,BOSC
0.00807135351374509,BOSC
0.033907876087106,BOSC
0.0112247739274442,BOSC
0.015438231313264,BOSC
0.00717803064128653,BOSC
0.0166309018860025,BOSC
0.00184772063493691,BOSC
0.00130313228554714,BOSC
0.00181082378235086,BOSC
0.0178536119224324,BOSC
0.0158122439749802,BOSC
0.0212778789152047,BOSC
0.0293022623754368,BOSC
0.0371105267791007,BOSC
0.0444518923077577,BOSC
0.00690923201869275,BOSC
0.0115446694915373,BOSC
0.00362070520220832,BOSC
0.0202807454745272,BOSC
0.00172783305101743,BOSC
0.0163303947940558,BOSC
0.0176675112107984,BOSC
0.0529607827780329,BOSC
0.0191259423532691,BOSC
0.00552544951893291,BOSC
0.00188813477037045,BOSC
0.0136378658940499,BOSC
0.0117873137191586,BOSC
0.00316487062722636,BOSC
0.0139633023768132,BOSC
0.0115251853659912,BOSC
0.0266666304811988,BOSC
0.0280005150077054,BOSC
0.0108225321069892,BOSC
0.0283651276559512,BOSC
0.00907823826299585,BOSC
0.0104175839735207,BOSC
0.0120889063227865,BOSC
0.0216723084487797,BOSC
0.00890316226845567,BOSC
0.0158860432887318,BOSC
0.0141897487034161,BOSC
0.000472874346758813,BOSC
0.00341013558174123,BOSC
0.00615953301366607,BOSC
0.00472601137019521,BOSC
0.0183782838886494,BOSC
0.0260953550833961,BOSC
0.0151641877274653,BOSC
0.00222736944905755,BOSC
0.00278321703517193,BOSC
0.00126791116987806,BOSC
