RMSE,fit_method
0.0390388804623379,BOSC
0.0387974737317706,BOSC
0.0174410422399869,BOSC
0.0106205413394561,BOSC
0.0401868871694459,BOSC
0.0139212517962253,BOSC
0.0357061347935305,BOSC
0.0910766981911507,BOSC
0.00606205802662827,BOSC
0.0216819899863867,BOSC
0.0527890747395039,BOSC
0.0734738667243546,BOSC
0.0441299319778863,BOSC
0.0190494974876977,BOSC
0.0530374831724617,BOSC
0.0746701492235007,BOSC
0.0683425219152497,BOSC
0.0338790869932952,BOSC
0.00506222804842334,BOSC
0.186494062677102,BOSC
0.0603431979697393,BOSC
0.0717616691422152,BOSC
0.0896554162068948,BOSC
0.107807472542411,BOSC
0.0368309172814456,BOSC
0.0349884810365552,BOSC
0.0393819081445345,BOSC
0.0461998449235942,BOSC
0.0533782436967176,BOSC
0.00462007109230768,BOSC
0.080301655043452,BOSC
0.0298204942580054,BOSC
0.124166934808229,BOSC
0.00436988473176627,BOSC
0.0388936725905615,BOSC
0.0271046123972938,BOSC
0.00102292942148136,BOSC
0.00451759432008842,BOSC
0.0233800490500411,BOSC
0.043893046882445,BOSC
0.020458929256197,BOSC
0.0212931976285164,BOSC
0.0901618757666763,BOSC
0.083377300737562,BOSC
0.054474685397378,BOSC
0.00580963771237252,BOSC
0.0340038540921512,BOSC
0.0785065598245445,BOSC
0.0642197758819928,BOSC
0.0209676781951829,BOSC
0.00916685123578894,BOSC
0.00991223059121423,BOSC
0.00688197897140824,BOSC
0.0290070553840392,BOSC
0.0227481353419469,BOSC
0.0149591314469473,BOSC
0.00172814881290311,BOSC
0.00719746968063222,BOSC
0.0279694770536145,BOSC
0.0387354663084078,BOSC
0.00430586351925216,BOSC
0.0581501081551863,BOSC
0.00159278362125068,BOSC
0.00621082383151107,BOSC
0.0191080475141397,BOSC
0.0619725116277902,BOSC
0.00541838023694142,BOSC
0.0346571394680077,BOSC
0.00807787582236995,BOSC
0.0579280420510963,BOSC
0.110356469184959,BOSC
0.0592962539236129,BOSC
0.00326011536947183,BOSC
0.0509383960939339,BOSC
0.0249267332398083,BOSC
0.0491614260455676,BOSC
0.0808882960428863,BOSC
0.0484113902892066,eBOSC
0.0070255534180119,eBOSC
0.0827627667273336,eBOSC
0.0691041964199982,eBOSC
0.0480253678005091,eBOSC
0.00373785553473127,eBOSC
0.0790176745804967,eBOSC
0.0629970667149816,eBOSC
0.0184423043508209,eBOSC
0.00424208831187802,eBOSC
0.100812198329852,eBOSC
0.0180220837013628,eBOSC
0.00996547017357773,eBOSC
0.0129463468437658,eBOSC
0.0102942101089829,eBOSC
0.0132520208858843,eBOSC
0.00435552980987185,eBOSC
0.000142486840903171,eBOSC
0.00352433420171818,eBOSC
0.0392619278538705,eBOSC
0.0550376731152973,eBOSC
0.0542207210499118,eBOSC
0.039679616347515,eBOSC
0.121018643982781,eBOSC
0.0936857294065253,eBOSC
0.0380064309802409,eBOSC
0.0424307916547215,eBOSC
0.0120266828222816,eBOSC
0.00534152485213726,eBOSC
0.0237588688094199,eBOSC
0.00342533302222843,eBOSC
0.131900669637089,eBOSC
0.072085708433377,eBOSC
0.0437339277243644,eBOSC
0.0246610952543736,eBOSC
0.0419628639351438,eBOSC
0.093783249197348,eBOSC
0.144576376727552,eBOSC
0.0958038053235113,eBOSC
0.0388830963861717,eBOSC
0.0603712996824621,eBOSC
0.109140325347648,eBOSC
0.0351899494425977,eBOSC
0.0313259159317727,eBOSC
0.0157603207846914,eBOSC
0.00881512731238876,eBOSC
0.0337787595006326,eBOSC
0.0787186077692145,eBOSC
0.0639497574559729,eBOSC
0.0109022196323221,eBOSC
0.00695431816205112,eBOSC
0.075953273666158,eBOSC
0.0429974872162906,eBOSC
0.0815535057617989,eBOSC
0.0799928305967112,eBOSC
0.0657417634680509,eBOSC
0.00606778248479671,eBOSC
0.0115171599618003,eBOSC
0.0370353223211074,eBOSC
0.0605886756783032,eBOSC
0.0662877711108291,eBOSC
0.0283327553000454,eBOSC
0.0478824458021349,eBOSC
0.0229130056311977,eBOSC
0.0200487527888074,eBOSC
0.0655688592279446,eBOSC
0.00902903239709528,eBOSC
0.0118131838242851,eBOSC
0.155891216547028,eBOSC
0.041563435167774,eBOSC
0.00499164287676354,eBOSC
0.078488141146732,eBOSC
0.0158127601957075,eBOSC
0.039952293418449,eBOSC
0.0605730785244759,eBOSC
0.0295007226492747,eBOSC
0.0639719132836959,eBOSC
0.0564813380970921,eBOSC
0.063673579745417,eBOSC
0.0502882171767092,eBOSC
0.0197131916713994,eBOSC
0.0656817287169217,eBOSC
0.0740183794540264,eBOSC
0.0727008339249485,eBOSC
0.0561734305177202,eBOSC
0.0413931012452096,eBOSC
0.00125936784650126,eBOSC
0.122171976012177,eBOSC
0.0159192026631548,eBOSC
0.0247507302648263,eBOSC
0.0881268331929703,eBOSC
0.0346933813791879,eBOSC
0.018980992079532,eBOSC
0.000375186078340948,eBOSC
0.0513596446504021,eBOSC
0.0451162077283144,eBOSC
0.0536450949957484,eBOSC
0.044651803822081,eBOSC
0.0194801889002421,eBOSC
0.0652931452493814,eBOSC
0.0141761520185057,eBOSC
0.0123360523488918,eBOSC
0.0231711551262066,eBOSC
0.0877536046618246,eBOSC
0.0859241191240081,eBOSC
0.00846221038454163,eBOSC
0.0446954378944547,eBOSC
0.0813743686150595,eBOSC
0.0246136766981395,eBOSC
0.0300344002376805,eBOSC
0.0562839209726709,eBOSC
0.0436017576662475,eBOSC
0.000512880859592643,eBOSC
0.00598487985457467,eBOSC
0.0677514796705095,eBOSC
0.0140832213345999,eBOSC
0.0686124459809869,eBOSC
0.0138086357460605,eBOSC
0.0428408693256776,eBOSC
0.0834255598741283,eBOSC
0.0451569230722481,eBOSC
0.0836505696685467,eBOSC
0.021351453867154,eBOSC
0.0718061487942109,eBOSC
0.0583959769854698,eBOSC
0.039109104406296,eBOSC
0.0082337991513449,eBOSC
0.0323904250948459,eBOSC
0.0368023907249103,eBOSC
0.0985284116473036,eBOSC
0.015049948801898,eBOSC
0.188643909664593,eBOSC
0.0970595348041488,eBOSC
0.0063944159956184,eBOSC
0.0911969171817143,eBOSC
0.0811453283676612,eBOSC
0.0760160412288128,eBOSC
0.145800661768694,eBOSC
0.048005544152158,eBOSC
0.0166725582284153,eBOSC
0.0616133720967355,eBOSC
0.0145659764473524,eBOSC
0.00561423900479483,eBOSC
0.048179281827521,eBOSC
0.0284303528472215,eBOSC
0.0303009596750216,eBOSC
0.0308275865982188,eBOSC
0.0542274639546706,eBOSC
0.0270974268775136,eBOSC
0.0351845142201788,eBOSC
0.0601859045552684,eBOSC
0.0756770095754505,eBOSC
0.0275555705567541,eBOSC
0.0443343256680996,eBOSC
0.0228564111738567,eBOSC
0.030643463808582,eBOSC
0.0103852890769632,eBOSC
0.0371201049403949,eBOSC
0.00556634779384604,eBOSC
0.0379731060214637,eBOSC
0.121817220853118,eBOSC
0.0180860774125271,eBOSC
0.0326738384516449,eBOSC
0.00692337319069153,eBOSC
0.0668304088539739,eBOSC
0.0299019740675757,eBOSC
0.0086619565330883,eBOSC
0.0801629315686829,eBOSC
0.023153836913951,eBOSC
0.0232291985150759,eBOSC
0.0600171845437061,eBOSC
0.0272980867817226,eBOSC
0.0256086366582572,eBOSC
0.0115072779867452,eBOSC
0.0432303287295301,eBOSC
0.0206761709004813,eBOSC
0.0101306140145968,eBOSC
0.0644888374557641,eBOSC
0.0246880259799974,eBOSC
0.0479324979156469,eBOSC
0.00786766821056949,eBOSC
0.117554570938126,eBOSC
0.047540872464288,eBOSC
0.0980754033118553,eBOSC
0.0473492507691881,eBOSC
0.0570096040557696,eBOSC
0.029232915627084,eBOSC
0.0485942758172045,eBOSC
0.0220085813064769,eBOSC
0.00263971914911723,eBOSC
0.0128081172331117,eBOSC
0.00755302499627719,eBOSC
0.0467222638478745,eBOSC
0.0183908765573512,eBOSC
0.0331974979455432,eBOSC
0.126703969644054,eBOSC
0.0358388693050288,eBOSC
0.0653701013388873,eBOSC
0.0506537123373062,eBOSC
0.0196110596537532,eBOSC
0.0482875942419416,eBOSC
0.0537182343579879,eBOSC
0.0463522636314282,eBOSC
0.0789643596575677,eBOSC
0.112225540398142,eBOSC
0.0336009287279834,eBOSC
0.0268193380684417,eBOSC
0.0225090216313109,eBOSC
0.0661364985387856,eBOSC
0.0371003680792669,eBOSC
0.0595133014094521,eBOSC
0.0923221335974585,eBOSC
0.0272845335181951,eBOSC
0.0496763711149403,eBOSC
0.0950020682590565,eBOSC
0.0760650935388132,eBOSC
0.0971023013489267,eBOSC
0.0295576023634506,eBOSC
0.0167795519594744,eBOSC
0.0470063126918935,eBOSC
0.147256644159792,eBOSC
0.00100948735523041,eBOSC
0.0486752102890359,eBOSC
0.0115055743258981,eBOSC
0.0838481979944025,eBOSC
0.0868098699537134,eBOSC
0.0688845375178791,eBOSC
0.0539170849585829,eBOSC
0.0359169572805026,eBOSC
0.0751166650331186,eBOSC
0.0421701009252815,eBOSC
0.0606886322859682,eBOSC
0.0346152141351122,eBOSC
0.0908891890619921,eBOSC
0.102884178469756,eBOSC
0.00311007862654248,eBOSC
0.0450650234315347,eBOSC
0.0924439578387597,eBOSC
0.0899891183623774,eBOSC
0.101503683865001,eBOSC
0.00366652036037076,eBOSC
0.0118199275740768,eBOSC
0.0100425945959923,eBOSC
0.0242528966660281,eBOSC
0.0344090638111558,eBOSC
0.0154436473815162,eBOSC
0.0155855748939786,eBOSC
0.00558700923961994,eBOSC
0.104232966098075,eBOSC
0.0226899499626174,eBOSC
0.0103796492271639,eBOSC
0.0225571322331179,eBOSC
0.0521497477828621,eBOSC
0.018995832119187,eBOSC
0.0509490441264051,eBOSC
0.00236019291851407,eBOSC
0.0383722495563634,eBOSC
0.0273534718542299,eBOSC
0.0972964357264824,eBOSC
0.0238717709831259,eBOSC
0.0994047310983582,eBOSC
0.139828471586582,eBOSC
0.00761806873505317,eBOSC
0.035365263965001,eBOSC
0.0407806616390875,eBOSC
0.0907474022336303,eBOSC
0.0313734576050283,eBOSC
0.0139191353208215,eBOSC
0.0504743016671957,eBOSC
0.0672422611393497,eBOSC
0.0678365452907096,eBOSC
0.0981599996340076,eBOSC
0.0915050580115569,eBOSC
0.0811689792470713,eBOSC
0.0648277225196863,eBOSC
0.0509658327354748,eBOSC
0.0080754397673667,eBOSC
0.0589119926112506,eBOSC
0.019702717048192,eBOSC
0.0171394431716867,eBOSC
0.0570098910923944,eBOSC
0.00887026796107996,eBOSC
0.105880536880881,eBOSC
0.0926150875428449,eBOSC
0.101607639679328,eBOSC
0.0136890218738756,eBOSC
0.0242928057109597,eBOSC
0.00596680669679305,eBOSC
0.0171650809444466,eBOSC
0.0849424656194633,eBOSC
0.0155491969221125,eBOSC
0.0404845635092864,eBOSC
0.0193890780049827,eBOSC
0.0222021713414731,eBOSC
0.00459934383538235,eBOSC
0.0792065528854792,eBOSC
0.0609217236354221,eBOSC
0.015552550477689,eBOSC
0.068540826831713,eBOSC
0.0264472360864144,eBOSC
0.000937074532653706,eBOSC
0.0772951182826879,eBOSC
0.0295535288015658,eBOSC
0.0174833224334758,eBOSC
0.00211413454871073,eBOSC
0.112118807071812,eBOSC
0.0186492508422644,eBOSC
0.0219041124543326,eBOSC
0.056398418543105,eBOSC
0.100946889788106,eBOSC
0.0128852118587704,eBOSC
0.0752593856674665,eBOSC
0.068307760059145,eBOSC
0.0826837778019082,eBOSC
0.0797934104077467,eBOSC
0.0511306058105778,eBOSC
0.043995825778063,eBOSC
0.00368145714518696,eBOSC
0.0748603500244676,eBOSC
0.139211711149725,eBOSC
0.0381551386755639,eBOSC
0.0475599246298189,eBOSC
0.132736504750277,eBOSC
0.0752128751027835,eBOSC
0.0416675907027345,eBOSC
0.162092316030577,eBOSC
0.00776451746571774,eBOSC
0.018877336408554,eBOSC
0.0661205281696004,eBOSC
0.0333544154338481,eBOSC
0.0158391010240012,eBOSC
0.0130204591737777,eBOSC
0.00310492103622032,eBOSC
0.0463155965977125,eBOSC
0.0230987030083979,eBOSC
0.0370837438080718,eBOSC
0.0304769908173913,eBOSC
0.00939591569096221,eBOSC
0.130607886345712,eBOSC
0.0548810911749285,eBOSC
0.0377563605555502,eBOSC
0.0919352307668246,eBOSC
0.0600167565033299,eBOSC
0.0170621611136006,eBOSC
0.0558416130312109,eBOSC
0.217949633417832,eBOSC
0.070309547074281,eBOSC
0.0294869177607735,eBOSC
0.00147973136818584,eBOSC
0.0907063144796095,eBOSC
0.0147935507328432,eBOSC
0.0297734143644579,eBOSC
0.0422425972562642,eBOSC
0.138470319791998,eBOSC
0.0304237982763772,eBOSC
0.0410457199134776,eBOSC
0.0153059486770452,eBOSC
0.063925476887363,eBOSC
0.0940316136991267,eBOSC
0.0361150362888853,eBOSC
0.0162179794528854,eBOSC
0.0238102879875577,eBOSC
0.01996820969922,eBOSC
0.0433711798887631,eBOSC
0.027787849189935,eBOSC
0.0380325859266061,eBOSC
0.00322188269406989,eBOSC
0.0096070316742762,eBOSC
0.0200423519750226,eBOSC
0.0643786451043996,eBOSC
0.0247041639964473,eBOSC
0.0912027296929324,eBOSC
0.0486677318822898,eBOSC
0.029990589752511,eBOSC
0.138453461818268,eBOSC
0.0229966668369835,eBOSC
0.0337478706796116,eBOSC
0.0474756765773534,eBOSC
0.147510652821614,eBOSC
0.0223529720311774,eBOSC
0.0150904788484701,eBOSC
0.0550909947683495,eBOSC
0.0155411804518794,eBOSC
0.0529692422057427,eBOSC
0.0369114242960335,eBOSC
0.101313633397572,eBOSC
0.016577989522365,eBOSC
0.0220277452509075,eBOSC
0.0429001044782138,eBOSC
0.0880774383470166,eBOSC
0.0291060774515448,eBOSC
0.0509994093573327,eBOSC
0.00967353276868705,eBOSC
0.0293526385490143,eBOSC
0.0506100498167876,eBOSC
0.0385149090469278,eBOSC
0.0316416246339372,eBOSC
0.0173958826470057,eBOSC
0.0993809420623322,eBOSC
0.00932304774882502,eBOSC
0.0141345334644983,eBOSC
0.0344704738843058,eBOSC
0.0138959542620146,eBOSC
0.0698807567261702,eBOSC
0.0319496354017603,eBOSC
0.0210471422909763,eBOSC
0.00903855241442,eBOSC
0.0472472507387788,eBOSC
0.0474181073135211,eBOSC
0.0239951556949629,eBOSC
0.0255608184084986,eBOSC
0.0634768762694801,eBOSC
0.00989995566029405,eBOSC
0.0593366817047796,eBOSC
0.00589107832860892,eBOSC
0.0136493822383287,eBOSC
0.0548902043936186,eBOSC
0.0341690701851886,eBOSC
0.0683892469237646,eBOSC
0.0289249141221136,eBOSC
0.0180734932354995,eBOSC
0.00853230505233878,eBOSC
0.0177135990668031,eBOSC
0.0450139671014944,eBOSC
0.0447725603709271,eBOSC
0.0234161288791434,eBOSC
0.0165956279786126,eBOSC
0.0461619738086024,eBOSC
0.0198963384353818,eBOSC
0.041681221432687,eBOSC
0.0970517848303072,eBOSC
0.0120371446657848,eBOSC
0.0157069033472303,eBOSC
0.0587641613786604,eBOSC
0.0794489533635111,eBOSC
0.0381548453387298,eBOSC
0.0130744108485412,eBOSC
0.0590125698116182,eBOSC
0.0686950625843442,eBOSC
0.0743176085544062,eBOSC
0.0398541736324517,eBOSC
0.000912858590733152,eBOSC
0.180518976037945,eBOSC
0.0663182846088958,eBOSC
0.0657865825030587,eBOSC
0.0956305028460513,eBOSC
0.101832385903254,eBOSC
0.0308558306422891,eBOSC
0.0290133943973987,eBOSC
0.045356994783691,eBOSC
0.0521749315627507,eBOSC
0.0593533303358741,eBOSC
0.0105951577314642,eBOSC
0.0862767416826085,eBOSC
0.0238454076188489,eBOSC
0.130142021447385,eBOSC
0.00160520190739022,eBOSC
0.044868759229718,eBOSC
0.0211295257581373,eBOSC
0.00699801606063786,eBOSC
0.00145749231906807,eBOSC
0.0174049624108846,eBOSC
0.0498681335216015,eBOSC
0.0144838426170405,eBOSC
0.0272682842676729,eBOSC
0.0841867891275198,eBOSC
0.0893523873767185,eBOSC
0.0604497720365345,eBOSC
0.000165448926783977,eBOSC
0.0280287674529947,eBOSC
0.072531473185388,eBOSC
0.0701948625211493,eBOSC
0.0149925915560264,eBOSC
0.0151419378749454,eBOSC
