RMSE,condition
0.0451200402551458,BOSC
0.011404263151237,BOSC
0.081048100017802,BOSC
0.0651873661683849,BOSC
0.051304101855186,BOSC
0.000831075518792116,BOSC
0.075180975327135,BOSC
0.0666444084012702,BOSC
0.0166813731939458,BOSC
0.00858741075956679,BOSC
0.0978693575458839,BOSC
0.0146750642115942,BOSC
0.00801126403094972,BOSC
0.015479295865769,BOSC
0.0130228221818669,BOSC
0.00961895417088631,BOSC
0.0029646102211828,BOSC
0.00245168967770333,BOSC
0.00676640472443954,BOSC
0.0417402335319825,BOSC
0.0530073387990804,BOSC
0.0529803485462442,BOSC
0.0414179384496936,BOSC
0.123956536924664,BOSC
0.0977037793332331,BOSC
0.0352822940018921,BOSC
0.0391530224148138,BOSC
0.0151414957779435,BOSC
0.00930630378858542,BOSC
0.0224602901143623,BOSC
0.00662029521457878,BOSC
0.136330994547844,BOSC
0.0752927763049395,BOSC
0.0468911001041052,BOSC
0.028331038869746,BOSC
0.044899434064129,BOSC
0.089538313773336,BOSC
0.148322375918236,BOSC
0.0922267364429508,BOSC
0.0362782788024758,BOSC
0.058082491610229,BOSC
0.111583116444652,BOSC
0.039466504107243,BOSC
0.035218619645297,BOSC
0.0131868375699992,BOSC
0.0057297876367029,BOSC
0.0319758242670165,BOSC
0.077412155590518,BOSC
0.0608511821167197,BOSC
0.00824521337190458,BOSC
0.00352016266810496,BOSC
0.0806080145030419,BOSC
0.0444511404267733,BOSC
0.0850317449729199,BOSC
0.0778460649351661,BOSC
0.0632532848594184,BOSC
0.00380694994373024,BOSC
0.00914877513521536,BOSC
0.0390890843221733,BOSC
0.0631218182879676,BOSC
0.0630173088926499,BOSC
0.0297111456544617,BOSC
0.0505287585605394,BOSC
0.0211152750972726,BOSC
0.0239805242799751,BOSC
0.0689929847441781,BOSC
0.0119318761355557,BOSC
0.0137266034422878,BOSC
0.157818828786143,BOSC
0.0392862162910735,BOSC
0.00848011878962953,BOSC
0.0755178821784727,BOSC
0.0130704086559858,BOSC
0.0369070768834708,BOSC
0.0636581201105209,BOSC
0.0239068777293678,BOSC
0.0596389324257999,BOSC
0.0546231615927204,BOSC
0.0601424598317539,BOSC
0.0523375106841536,BOSC
0.0161530157641939,BOSC
0.0680690900483876,BOSC
0.0719141094093871,BOSC
0.0700717107975524,BOSC
0.0591539034081011,BOSC
0.0445977016851298,BOSC
0.00124184941631301,BOSC
0.127337772910973,BOSC
0.0199615301798622,BOSC
0.021633502095138,BOSC
0.0902460540759795,BOSC
0.0374049275873315,BOSC
0.0153518903884029,BOSC
0.00381268656422839,BOSC
0.0487577213414064,BOSC
0.0435371422583169,BOSC
0.0521256103449838,BOSC
0.0406396055177922,BOSC
0.0170437278550048,BOSC
0.0690493121243302,BOSC
0.011214138865224,BOSC
0.00935186850086575,BOSC
0.0185142445803081,BOSC
0.0902544063888836,BOSC
0.0844370540988082,BOSC
0.0105153341652383,BOSC
0.041429032778017,BOSC
0.0842259567584458,BOSC
0.0221235831633362,BOSC
0.0268269727520605,BOSC
0.0546983621416215,BOSC
0.0398023144050286,BOSC
0.00209218311566728,BOSC
0.00892811367855935,BOSC
0.0709180453557107,BOSC
0.0164425019575013,BOSC
0.0658366920027143,BOSC
0.017398941707854,BOSC
0.0473462963087949,BOSC
0.0819446247881853,BOSC
0.044413864810502,BOSC
0.0854926730664563,BOSC
0.0186567581207996,BOSC
0.069570760311561,BOSC
0.0567575185926139,BOSC
0.0432282337441471,BOSC
0.00608036572934128,BOSC
0.0355362994304248,BOSC
0.0348543135342101,BOSC
0.0965310234175977,BOSC
0.0171807204822485,BOSC
0.192890172627833,BOSC
0.094619851350773,BOSC
0.00341857239663418,BOSC
0.0864558892969818,BOSC
0.0785376386843955,BOSC
0.0726019036266303,BOSC
0.149574433117762,BOSC
0.0464827955613763,BOSC
0.0155494695211796,BOSC
0.0660979643244659,BOSC
0.0113332678661057,BOSC
0.000476538162781053,BOSC
0.0517582453023051,BOSC
0.0315547520104288,BOSC
0.0263907835786919,BOSC
0.0355123406932319,BOSC
0.0570221619666429,BOSC
0.030452573965207,BOSC
0.0396840968627141,BOSC
0.0579043858391946,BOSC
0.0734070957043581,BOSC
0.0314125555661104,BOSC
0.0424488016336319,BOSC
0.0200208392596782,BOSC
0.0343921595730914,BOSC
0.0078919766601492,BOSC
0.0408266848187791,BOSC
0.0110589884042211,BOSC
0.0414902959703482,BOSC
0.122837157340386,BOSC
0.0205428092357604,BOSC
0.0291219640728825,BOSC
0.00519287695128453,BOSC
0.061549281406021,BOSC
0.0324129407203993,BOSC
0.0123348779274385,BOSC
0.0779902966703419,BOSC
0.0209864027121693,BOSC
0.0255288630039614,BOSC
0.0626946944001787,BOSC
0.0301414807446262,BOSC
0.0305918559259256,BOSC
0.0149799030961396,BOSC
0.0472976731888257,BOSC
0.0238460221390566,BOSC
0.00847511265478406,BOSC
0.0616459618341611,BOSC
0.0189508246326754,BOSC
0.0444190773358315,BOSC
0.00551573329140706,BOSC
0.12257382516977,BOSC
0.0449287147039575,BOSC
0.101764741410961,BOSC
0.05050776806725,BOSC
0.0613887382815984,BOSC
0.0333839330513725,BOSC
0.0537462483568446,BOSC
0.0258187228944257,BOSC
0.00587686431412339,BOSC
0.00956514528766813,BOSC
0.00263531015357292,BOSC
0.044002477820271,BOSC
0.020641360115464,BOSC
0.0293356938588942,BOSC
0.130118916474502,BOSC
0.03232382239495,BOSC
0.0690660587240704,BOSC
0.047503019619526,BOSC
0.0180157169496631,BOSC
0.0461816174777714,BOSC
0.0552338171091759,BOSC
0.0514091240989991,BOSC
0.0768681897764356,BOSC
0.11601506354714,BOSC
0.0296861971786128,BOSC
0.0241599599474447,BOSC
0.0195949624693156,BOSC
0.0701395713996514,BOSC
0.0342858367154186,BOSC
0.0629934247950132,BOSC
0.0967366509837337,BOSC
0.0244595552982345,BOSC
0.052724471718307,BOSC
0.0921281744631745,BOSC
0.0732921849094463,BOSC
0.101485639487623,BOSC
0.0338532813975681,BOSC
0.0188375325354914,BOSC
0.0488095066123417,BOSC
0.149569030682486,BOSC
0.00275398829075363,BOSC
0.0509212507443483,BOSC
0.0142265739072911,BOSC
0.0873821184985535,BOSC
0.0900534890919972,BOSC
0.0664936864605068,BOSC
0.0508986398964757,BOSC
0.0387913988242737,BOSC
0.077269420716969,BOSC
0.0446307526508446,BOSC
0.0567237762773163,BOSC
0.0337176946601986,BOSC
0.0883009280368374,BOSC
0.098740500333892,BOSC
0.00554167488765279,BOSC
0.040264684857452,BOSC
0.0969326967679963,BOSC
0.0873855484407678,BOSC
0.0982151285052674,BOSC
0.000250192928158694,BOSC
0.00970827660865719,BOSC
0.00760006584392322,BOSC
0.0200895877332477,BOSC
0.0365455539131041,BOSC
0.01752663168017,BOSC
0.0177310199635861,BOSC
0.00418445088022914,BOSC
0.107669364566244,BOSC
0.0196827191526559,BOSC
0.00693984290900259,BOSC
0.0197954272239386,BOSC
0.0492494850691175,BOSC
0.0226151379641033,BOSC
0.055386529157511,BOSC
0.00358820767253042,BOSC
0.0336337483178643,BOSC
0.0239083260778307,BOSC
0.101969676028199,BOSC
0.027997532580206,BOSC
0.0961663813758007,BOSC
0.143190955614473,BOSC
0.00548012792494164,BOSC
0.0370350587872455,BOSC
0.0456891070410908,BOSC
0.089852175898512,BOSC
0.0356391301641042,BOSC
0.0164919609835906,BOSC
0.0527075131809847,BOSC
0.0651748884474618,BOSC
0.0645682554542747,BOSC
0.102924450278321,BOSC
0.0951271945972504,BOSC
0.0794253963459,BOSC
0.0620117482455722,BOSC
0.0482101060907254,BOSC
0.00545689657359806,BOSC
0.0599745911910549,BOSC
0.0225674563485265,BOSC
0.02036771607509,BOSC
0.0533362450290895,BOSC
0.0050816465372731,BOSC
0.10925514649194,BOSC
0.0892142781723358,BOSC
0.0986033542049961,BOSC
0.00890078874999975,BOSC
0.0208305043733839,BOSC
0.00138509239014046,BOSC
0.0202722932623887,BOSC
0.0798288980604426,BOSC
0.0116238872320256,BOSC
0.0365254596495497,BOSC
0.0216007769517197,BOSC
0.0249625942034507,BOSC
0.00224662565883544,BOSC
0.0827832047543071,BOSC
0.0572004541543891,BOSC
0.0136448800800979,BOSC
0.0638151423889187,BOSC
0.0226277235323617,BOSC
0.00299630801287704,BOSC
0.0834108423160105,BOSC
0.0333594356711152,BOSC
0.0221012024265363,BOSC
0.00594290117982398,BOSC
0.109620999885335,BOSC
0.0157392838156678,BOSC
0.0250029205343642,BOSC
0.0599445958304398,BOSC
0.105803083586797,BOSC
0.0102633063184153,BOSC
0.0737711050995709,BOSC
0.0709499758075811,BOSC
0.0839579011631021,BOSC
0.0821488272275705,BOSC
0.0493934924132112,BOSC
0.0414423643773676,BOSC
0.00643164577035657,BOSC
0.07168081871979,BOSC
0.143777536833939,BOSC
0.036643778913194,BOSC
