RMSE,condition
0.174041196882231,BOSC
0.14476768676984,BOSC
0.162016570754672,BOSC
0.154333210598894,BOSC
0.173571812251919,BOSC
0.182928411164424,BOSC
0.169178511191275,BOSC
0.141434589375492,BOSC
0.136988012614266,BOSC
0.158654092698049,BOSC
0.144490382615844,BOSC
0.16587935605988,BOSC
0.144457480942475,BOSC
0.170564267406473,BOSC
0.125260875009472,BOSC
0.124071163509828,BOSC
0.128617770303842,BOSC
0.176605350570815,BOSC
0.172689045126359,BOSC
0.148106544808806,BOSC
0.133688651288747,BOSC
0.17402089619713,BOSC
0.115106239299219,BOSC
0.15264159342066,BOSC
0.158623014233871,BOSC
0.154751186237831,BOSC
0.160522318781102,BOSC
0.123518428197161,BOSC
0.161076422548699,BOSC
0.138912703080556,BOSC
0.162510614207228,BOSC
0.149069105616489,BOSC
0.177736342634403,BOSC
0.140488411881268,BOSC
0.128351009147034,BOSC
0.169405209122873,BOSC
0.145904537057995,BOSC
0.153206730910425,BOSC
0.138062455222734,BOSC
0.15488137820607,BOSC
0.155633739130054,BOSC
0.154342890497811,BOSC
0.151932554091386,BOSC
0.142048388713568,BOSC
0.145933666839343,BOSC
0.157723092654673,BOSC
0.132538288697938,BOSC
0.154353656660235,BOSC
0.153918320365549,BOSC
0.139684198199479,BOSC
0.123693167595164,BOSC
0.140707220188507,BOSC
0.146263555058105,BOSC
0.12440965499231,BOSC
0.160354159445658,BOSC
0.154049783323396,BOSC
0.162813586813724,BOSC
0.161100210006296,BOSC
0.148777456806339,BOSC
0.142956779387887,BOSC
0.150955470933059,BOSC
0.135252379040116,BOSC
0.125065285838471,BOSC
0.152028667185258,BOSC
0.128553189489405,BOSC
0.147738295255996,BOSC
0.175237242601057,BOSC
0.156323137644039,BOSC
0.172221228076609,BOSC
0.174925777265024,BOSC
0.152264380709325,BOSC
0.166157636929362,BOSC
0.14117846148689,BOSC
0.140236040717325,BOSC
0.132673795449913,BOSC
0.135482355474025,BOSC
0.122755187291501,BOSC
0.135945087784055,BOSC
0.144510297746757,BOSC
0.131742024356893,BOSC
0.177048666118188,BOSC
0.144089947721935,BOSC
0.14450016947761,BOSC
0.13548636854754,BOSC
0.130092178186545,BOSC
0.157061589737401,BOSC
0.170953243286186,BOSC
0.123861820435684,BOSC
0.158271736948555,BOSC
0.143820034608491,BOSC
0.133543943590094,BOSC
0.155840525417715,BOSC
0.144095657216686,BOSC
0.145892232243928,BOSC
0.160107566157285,BOSC
0.148181062343049,BOSC
0.122979130973571,BOSC
0.135139031418367,BOSC
0.142119598574452,BOSC
0.141560060665439,BOSC
0.137606638115691,BOSC
0.133730171511497,BOSC
0.135695358942284,BOSC
0.152455878796155,BOSC
0.14247248329123,BOSC
0.126521030777676,BOSC
0.137540396810398,BOSC
0.146650854459186,BOSC
